growth_rate_6m,growth_rate_1y,acceleration,peak_not_yet_hit,search_baseline,geographic_entropy,temporal_entropy,entropy_delta_6m,sample_entropy,ingredient,window_type,label
-0.06756756756756757,0.15,-0.30090090090090094,1,66.66666666666667,3.8302748053850264,1.8852995039803222,-0.4916942534094906,0.0,matcha,early_curve,1
0.0,0.0,0.0,1,0.8333333333333334,1.8274057849981866,1.0750274688472499,0.09947304928772227,0.8472978603872037,matcha,pre_niche,0
0.06976744186046512,0.4375,-0.27398255813953487,1,45.0,3.6541249783284546,1.661988291023615,0.04677394549841263,1.1631508098056809,ube,early_curve,1
0.0,0.1111111111111111,-0.1111111111111111,1,9.166666666666666,2.7162173665161333,1.423903250597852,-0.11986501339593447,1.5260563034950494,ube,pre_niche,0
0.05063291139240506,-0.011904761904761904,0.11015672091621459,1,93.66666666666667,3.7876301472257685,2.0168325569250047,-0.7563225540820211,0.0,ube,post_peak,0
0.05263157894736842,0.22448979591836735,-0.11063372717508055,1,55.0,3.712154494683907,1.348855753486776,0.30969612758115383,1.0986122886681098,tahini,early_curve,1
-0.06666666666666667,0.0,-0.1380952380952381,1,14.833333333333334,2.6240847333908417,1.994082637653293,-0.8935908701030288,1.252762968495368,tahini,pre_niche,0
0.22,-0.046875,0.43875,1,70.0,3.758687167695307,1.5456289351869434,-0.06739146787618688,1.6094379124341003,tahini,post_peak,0
-0.028169014084507043,-0.014285714285714285,-0.04245472837022133,1,67.5,3.6979108387302677,1.8950241770952503,-0.5674039655480769,0.0,kimchi,early_curve,1
0.2857142857142857,0.125,0.4107142857142857,1,5.833333333333333,2.391052031671167,1.6619882910236148,-0.09817077162875854,1.8718021769015913,kimchi,pre_niche,0
-0.11842105263157894,-0.0821917808219178,-0.15951694304253783,1,66.66666666666667,3.732305587905334,1.8932755930928058,-0.4916942534094906,0.0,miso,early_curve,1
0.08333333333333333,0.04,0.12333333333333332,1,23.5,2.981115859052317,1.9565588891065695,-0.09803750524682164,0.0,miso,pre_niche,0
0.2413793103448276,0.2857142857142857,0.20566502463054187,1,21.666666666666668,3.4356701032637074,1.3508125844146135,0.13239252365828746,2.3025850929940455,boba,early_curve,1
-0.2857142857142857,0.0,-0.6857142857142857,1,4.333333333333333,3.174943172978723,1.3013483090900537,-0.25306147706215754,1.0608719606852628,boba,pre_niche,0
-0.20588235294117646,-0.25,-0.1503267973856209,1,42.333333333333336,3.6819007202506624,2.0114763541288125,-0.768499856095687,1.3862943611198906,boba,post_peak,0
0.07317073170731707,-0.043478260869565216,0.1818663838812301,1,29.833333333333332,3.786761262242454,1.907270940359258,-0.6689388133449847,0.916290731874155,yuzu,early_curve,1
0.0,0.3333333333333333,-0.3333333333333333,1,1.6666666666666667,1.7942602878690788,1.48361165921548,-0.5053780581313985,1.3437347467010947,yuzu,pre_niche,0
0.0,0.0392156862745098,-0.0392156862745098,1,39.5,3.6858206035813406,1.6847382094111105,-0.34858892127789654,0.0,sriracha,early_curve,1
0.0,0.25,-0.25,0,3.5,0.6543101741787066,1.0912436456515828,-0.03030785051100149,0.916290731874155,sriracha,pre_niche,0
0.05970149253731343,0.014285714285714285,0.10255863539445628,1,72.0,3.477385848237368,1.4978979495395917,0.04677394549841285,1.6094379124341003,turmeric,early_curve,1
0.0,0.14285714285714285,-0.14285714285714285,1,6.166666666666667,2.701957668019727,1.5759550748414155,-0.047403347132158435,1.2237754316221157,turmeric,pre_niche,0
0.015873015873015872,-0.09859154929577464,0.12854907221104406,1,81.5,3.4080900822104097,1.882289874004053,-0.6240084037457556,0.0,turmeric,post_peak,0
0.1323529411764706,0.4,-0.10401069518716577,0,43.166666666666664,3.330849245267486,1.8360115543539157,-0.009771449932037823,1.791759469228055,gochujang,early_curve,1
0.0,0.0,0.0,0,0.0,5.52146091786225,9.727340749719768e-09,2.8998377876420858e-08,0.0,gochujang,pre_niche,0
0.08333333333333333,0.2786885245901639,-0.0969945355191257,1,58.0,3.2669655326554277,1.9552978440294693,-0.8504998467125922,0.0,togarashi,early_curve,1
0.0,0.0,0.0,1,4.0,6.555780563756356e-08,0.7031315866175475,-0.8717814478612154,0.3541718137206139,togarashi,pre_niche,0
-0.010526315789473684,-0.010526315789473684,-0.010526315789473684,1,91.5,3.5301094710675534,2.055844955938851,-0.2990973508843153,0.0,togarashi,post_peak,0
0.0,0.22535211267605634,-0.22535211267605634,1,68.83333333333333,3.1055675177840762,1.6011493648885888,-0.5616259934179344,1.9459101490553135,furikake,early_curve,1
11.0,11.0,11.0,1,8.333333333333334,6.555780563756356e-08,1.5751765928152273,-0.2562510124127648,0.6592456288842639,furikake,pre_niche,0
-0.05,-0.0379746835443038,-0.06265822784810127,1,81.5,2.86792161997167,2.0155715118479045,-0.8120441442633639,0.0,dashi,early_curve,1
0.25,0.0,0.45,1,14.666666666666666,1.7622759657114098,1.882289874004053,-0.5732409792491555,0.0,dashi,pre_niche,0
0.0,0.0625,-0.0625,1,49.0,3.4800162324888775,2.028596757120472,-0.7671137346641348,0.0,ponzu,early_curve,1
0.06666666666666667,0.06666666666666667,0.06666666666666667,1,14.166666666666666,1.3007978041570474,2.223413107872366,-0.8178811591607349,0.0,ponzu,pre_niche,0
-0.011764705882352941,0.012048192771084338,-0.03586109142452162,1,80.83333333333333,3.5613046809046365,2.1863402142846096,-0.3243720679177813,0.8109302162163288,ponzu,post_peak,0
-0.12048192771084337,0.07352941176470588,-0.341070163004961,1,83.66666666666667,3.7138997772232574,2.125615692391424,-1.0951400254278794,0.0,mochi,early_curve,1
0.2222222222222222,0.0,0.40404040404040403,0,7.666666666666667,2.98117571635737,1.3803602438664824,-0.9516416198536386,1.2163953243244932,mochi,pre_niche,0
0.0273972602739726,0.07142857142857142,-0.015459882583170256,1,68.16666666666667,3.0782101689431984,1.6164057581288662,-0.23048492196502401,1.3862943611198906,harissa,early_curve,1
0.13043478260869565,-0.16129032258064516,0.3884992987377279,1,24.833333333333332,1.9709133641634253,2.008856467825029,-0.9212553931664356,1.9459101490553135,harissa,pre_niche,0
-0.05714285714285714,0.06451612903225806,-0.18617511520737326,1,65.33333333333333,3.3983390633640633,1.8132616359664202,-0.23035165677937974,1.6094379124341003,tamari,early_curve,1
0.08333333333333333,0.14705882352941177,0.024509803921568624,1,34.0,2.467323606261705,1.7412237670506736,-0.6855670076281779,0.9808292530117262,tamari,pre_niche,0
0.3333333333333333,0.012658227848101266,0.5738396624472574,1,80.5,3.5175739310500873,1.5464074171750677,-0.23048492196502401,1.9459101490553135,tamari,post_peak,0
0.25396825396825395,0.2153846153846154,0.2847374847374847,1,52.5,3.6564647286087752,2.01382292784546,-0.7889412428301701,1.9459101490553135,kefir,early_curve,1
-0.15789473684210525,0.23076923076923078,-0.6194331983805668,1,28.0,2.8651408021395626,1.9307993416395293,-0.46091495087013334,1.0986122886681098,kefir,pre_niche,0
-0.20588235294117646,-0.06896551724137931,-0.37829614604462475,1,89.83333333333333,3.6409825660829487,1.7609640572428398,-0.5076105230465233,1.6094379124341003,kefir,post_peak,0
-0.06818181818181818,-0.046511627906976744,-0.09143763213530655,1,64.5,3.3932782288912904,1.6502240908406562,-0.14880492974342197,0.0,quinoa,early_curve,1
-0.1,0.125,-0.35,1,8.0,3.0291909311002994,1.5751765955406571,-0.21220292103092886,2.0794415416798357,quinoa,pre_niche,0
0.12658227848101267,0.022988505747126436,0.2185363014695184,1,84.0,3.6197045332465425,1.285572456558659,-0.45100608484884486,1.2039728043259361,quinoa,post_peak,0
0.03333333333333333,-0.010638297872340425,0.07588652482269503,1,67.5,3.263677293799815,1.5801430555559668,-0.501773509345445,1.0986122886681098,kombucha,early_curve,1
-0.11764705882352941,-0.0625,-0.1801470588235294,1,18.333333333333332,3.1116682559029716,1.833001926158587,-0.7412885990227358,2.1972245773362196,kombucha,pre_niche,0
-0.012048192771084338,-0.1368421052631579,0.11426759670259988,1,88.5,3.695850569996661,1.9295382956657052,-0.9479628433855825,0.0,kombucha,post_peak,0
